limit,form,coverage,constructionClass,buildingGroup1,buildingGroup2,contentsGroup1,contentsGroup2,abcGroup1,abcGroup2
"1,400,000",Special,Contents,CC_1_3,1,0.315,0.315,,,
"1,400,000",Basic,Contents,CC_1_3,1,1,0.595,0.599,1,1
"1,200,000",Basic,Contents,CC_4_6,1,1,0.572,0.612,1,1
"650,000",Broad,Building,CC_4_6,0.788,0.788,1,1,0.788,0.788
"2,500,000",Special,Contents,CC_4_6,1,0.249,0.249,,,
"50,000",Basic,Building,CC_4_6,1.258,1.238,1,1,1.258,1.487
"225,000",Special,Building,CC_4_6,1,1,1,1,1,
"2,000,000",Special,Contents,CC_1_3,1,0.264,0.264,,,
"1,100,000",Broad,Contents,CC_1_3,1,1,0.339,0.339,1,1
"450,000",Basic,Building,CC_4_6,0.863,0.892,1,1,0.863,0.657
"900,000",Broad,Contents,CC_1_3,1,1,0.367,0.367,1,1
"475,000",Broad,Contents,CC_4_6,1,1,0.457,0.457,1,1
"6,000,000",Basic,Building,CC_1_3,0.576,0.561,1,1,0.576,0.441
"3,750,000",Broad,Building,CC_4_6,0.526,0.526,1,1,0.526,0.526
"250,000",Special,Building,CC_4_6,0.978,0.978,1,0.978,0.978,
"3,000,000",Special,Building,CC_1_3,0.552,0.552,1,0.552,0.552,
"3,000,000",Basic,Building,CC_4_6,0.536,0.635,1,1,0.536,0.467
"175,000",Special,Building,CC_1_3,1.053,1.053,1,1.053,1.053,
"2,750,000",Broad,Building,CC_1_3,0.562,0.562,1,1,0.562,0.562
"2,750,000",Special,Building,CC_4_6,0.562,0.562,1,0.562,0.562,
"275,000",Special,Building,CC_4_6,0.959,0.959,1,0.959,0.959,
"5,500,000",Special,Building,CC_4_6,0.478,0.478,1,0.478,0.478,
"40,000",Special,Contents,CC_1_3,1,1,1,,,
"325,000",Broad,Contents,CC_1_3,1,1,0.516,0.516,1,1
"50,000",Special,Building,CC_1_3,1.322,1.322,1,1.322,1.322,
"275,000",Broad,Building,CC_4_6,0.959,0.959,1,1,0.959,0.959
"4,500,000",Broad,Contents,CC_4_6,1,1,0.209,0.209,1,1
"1,400,000",Special,Contents,CC_4_6,1,0.315,0.315,,,
"3,500,000",Basic,Building,CC_1_3,0.633,0.619,1,1,0.633,0.507
"75,000",Basic,Building,CC_1_3,1.172,1.176,1,1,1.172,1.363
"2,250,000",Broad,Building,CC_4_6,0.586,0.586,1,1,0.586,0.586
"800,000",Broad,Contents,CC_4_6,1,1,0.382,0.382,1,1
"40,000",Broad,Contents,CC_1_3,1,1,1,1,1,1
"375,000",Special,Contents,CC_1_3,1,0.493,0.493,,,
"2,000,000",Basic,Contents,CC_4_6,1,1,0.522,0.555,1,1
"7,500,000",Basic,Building,CC_1_3,0.555,0.541,1,1,0.555,0.417
"4,000,000",Broad,Building,CC_4_6,0.518,0.518,1,1,0.518,0.518
"650,000",Basic,Building,CC_1_3,0.847,0.833,1,1,0.847,0.782
"475,000",Basic,Building,CC_1_3,0.895,0.884,1,1,0.895,0.848
"275,000",Special,Contents,CC_1_3,1,0.544,0.544,,,
"850,000",Broad,Contents,CC_4_6,1,1,0.374,0.374,1,1
"1,100,000",Basic,Contents,CC_4_6,1,1,0.58,0.62,1,1
"4,000,000",Basic,Contents,CC_1_3,1,1,0.505,0.508,1,1
"1,000,000",Special,Building,CC_1_3,0.688,0.688,1,0.688,0.688,
"1,250,000",Special,Building,CC_1_3,0.66,0.66,1,0.66,0.66,
"1,700,000",Broad,Contents,CC_4_6,1,1,0.296,0.296,1,1
"3,500,000",Broad,Building,CC_1_3,0.534,0.534,1,1,0.534,0.534
"1,800,000",Basic,Contents,CC_4_6,1,1,0.532,0.578,1,1
"425,000",Basic,Building,CC_1_3,0.912,0.901,1,1,0.912,0.872
"200,000",Basic,Building,CC_4_6,1.058,1.019,1,1,1.058,0.92
"200,000",Broad,Contents,CC_1_3,1,1,0.6,0.6,1,1
"1,500,000",Broad,Contents,CC_1_3,1,1,0.308,0.308,1,1
"1,900,000",Broad,Contents,CC_1_3,1,1,0.285,0.285,1,1
"3,000,000",Broad,Contents,CC_4_6,1,1,0.236,0.236,1,1
"5,500,000",Broad,Building,CC_4_6,0.478,0.478,1,1,0.478,0.478
"700,000",Special,Building,CC_4_6,0.775,0.775,1,0.775,0.775,
"1,300,000",Basic,Contents,CC_1_3,1,1,0.602,0.605,1,1
"1,250,000",Basic,Building,CC_4_6,0.668,0.728,1,1,0.668,0.522
"100,000",Broad,Building,CC_1_3,1.174,1.174,1,1,1.174,1.174
"90,000",Broad,Contents,CC_4_6,1,1,0.79,0.79,1,1
"1,300,000",Special,Contents,CC_1_3,1,0.322,0.322,,,
"900,000",Special,Building,CC_4_6,0.734,0.734,1,0.734,0.734,
"100,000",Special,Contents,CC_1_3,1,0.732,0.732,,,
"275,000",Broad,Building,CC_1_3,0.959,0.959,1,1,0.959,0.959
"3,000,000",Broad,Building,CC_4_6,0.552,0.552,1,1,0.552,0.552
"7,500,000",Broad,Building,CC_4_6,0.448,0.448,1,1,0.448,0.448
"1,000,000",Basic,Contents,CC_1_3,1,1,0.627,0.628,1,1
"250,000",Basic,Building,CC_1_3,1,0.983,1,1,1,1
"250,000",Special,Contents,CC_4_6,1,0.56,0.56,,,
"2,000,000",Basic,Contents,CC_1_3,1,1,0.562,0.555,1,1
"8,500,000",Broad,Building,CC_4_6,0.435,0.435,1,1,0.435,0.435
"900,000",Basic,Building,CC_1_3,0.801,0.789,1,1,0.801,0.719
"10,000",Broad,Contents,CC_4_6,1,1,1.366,1.366,1,1
"250,000",Basic,Contents,CC_4_6,1,1,0.753,0.773,1,1
"175,000",Broad,Building,CC_1_3,1.053,1.053,1,1,1.053,1.053
"4,500,000",Special,Contents,CC_4_6,1,0.209,0.209,,,
"475,000",Special,Contents,CC_1_3,1,0.457,0.457,,,
"300,000",Special,Building,CC_4_6,0.941,0.941,1,0.941,0.941,
"600,000",Basic,Building,CC_4_6,0.803,0.844,1,1,0.803,0.608
"350,000",Special,Contents,CC_1_3,1,0.504,0.504,,,
"8,000,000",Basic,Building,CC_1_3,0.548,0.535,1,1,0.548,0.41
"425,000",Special,Contents,CC_1_3,1,0.474,0.474,,,
"4,000,000",Basic,Building,CC_4_6,0.499,0.605,1,1,0.499,0.432
"225,000",Special,Building,CC_1_3,1,1,1,1,1,
"50,000",Broad,Building,CC_1_3,1.322,1.322,1,1,1.322,1.322
"80,000",Broad,Contents,CC_1_3,1,1,0.819,0.819,1,1
"125,000",Basic,Building,CC_1_3,1.128,1.095,1,1,1.128,1.195
"550,000",Basic,Contents,CC_4_6,1,1,0.656,0.688,1,1
"800,000",Special,Contents,CC_1_3,1,0.382,0.382,,,
"8,500,000",Special,Building,CC_4_6,0.435,0.435,1,0.435,0.435,
"375,000",Basic,Building,CC_1_3,0.932,0.92,1,1,0.932,0.901
"200,000",Special,Building,CC_1_3,1.025,1.025,1,1.025,1.025,
"300,000",Basic,Contents,CC_1_3,1,1,0.756,0.754,1,1
"375,000",Basic,Contents,CC_4_6,1,1,0.701,0.731,1,1
"90,000",Basic,Contents,CC_1_3,1,1,0.912,0.901,1,1
"1,700,000",Special,Contents,CC_4_6,1,0.296,0.296,,,
"950,000",Broad,Building,CC_4_6,0.725,0.725,1,1,0.725,0.725
"4,250,000",Special,Building,CC_4_6,0.511,0.511,1,0.511,0.511,
"50,000",Special,Contents,CC_1_3,1,0.94,0.94,,,
"750,000",Special,Building,CC_1_3,0.763,0.763,1,0.763,0.763,
"3,000,000",Basic,Contents,CC_1_3,1,1,0.528,0.527,1,1
"425,000",Basic,Contents,CC_1_3,1,1,0.716,0.718,1,1
"425,000",Broad,Contents,CC_4_6,1,1,0.474,0.474,1,1
"900,000",Special,Contents,CC_1_3,1,0.367,0.367,,,
"1,000,000",Broad,Building,CC_1_3,0.688,0.688,1,1,0.688,0.688
"450,000",Broad,Contents,CC_4_6,1,1,0.465,0.465,1,1
"1,600,000",Basic,Contents,CC_4_6,1,1,0.543,0.588,1,1
"6,000,000",Special,Building,CC_1_3,0.47,0.47,1,0.47,0.47,
"225,000",Broad,Contents,CC_4_6,1,1,0.579,0.579,1,1
"75,000",Special,Building,CC_1_3,1.237,1.237,1,1.237,1.237,
"30,000",Basic,Contents,CC_1_3,1,1,1.083,1.034,1,1
"950,000",Special,Contents,CC_1_3,1,0.361,0.361,,,
-,Basic,Contents,CC_1_3,1,1,1.285,1.274,1,1
"3,250,000",Basic,Building,CC_1_3,0.641,0.626,1,1,0.641,0.517
"375,000",Basic,Contents,CC_1_3,1,1,0.73,0.731,1,1
"3,500,000",Broad,Building,CC_4_6,0.534,0.534,1,1,0.534,0.534
"600,000",Special,Contents,CC_4_6,1,0.418,0.418,,,
"4,250,000",Special,Building,CC_1_3,0.511,0.511,1,0.511,0.511,
"425,000",Broad,Contents,CC_1_3,1,1,0.474,0.474,1,1
"3,000,000",Broad,Building,CC_1_3,0.552,0.552,1,1,0.552,0.552
"10,000,000",Broad,Building,CC_1_3,0.425,0.425,1,1,0.425,0.425
"125,000",Special,Building,CC_1_3,1.126,1.126,1,1.126,1.126,
"400,000",Broad,Contents,CC_4_6,1,1,0.483,0.483,1,1
"1,500,000",Special,Contents,CC_4_6,1,0.308,0.308,,,
"2,000,000",Special,Building,CC_1_3,0.601,0.601,1,0.601,0.601,
"2,000,000",Special,Building,CC_4_6,0.601,0.601,1,0.601,0.601,
"8,000,000",Basic,Building,CC_4_6,0.419,0.535,1,1,0.419,0.33
"700,000",Broad,Contents,CC_4_6,1,1,0.398,0.398,1,1
"50,000",Broad,Contents,CC_4_6,1,1,0.94,0.94,1,1
"350,000",Special,Building,CC_4_6,0.91,0.91,1,0.91,0.91,
"2,500,000",Broad,Building,CC_1_3,0.573,0.573,1,1,0.573,0.573
"550,000",Special,Contents,CC_4_6,1,0.43,0.43,,,
"4,750,000",Basic,Building,CC_4_6,0.478,0.588,1,1,0.478,0.413
"1,000,000",Broad,Contents,CC_1_3,1,1,0.35,0.35,1,1
"2,500,000",Basic,Contents,CC_4_6,1,1,0.502,0.54,1,1
"500,000",Broad,Contents,CC_4_6,1,1,0.443,0.443,1,1
"2,750,000",Basic,Building,CC_4_6,0.548,0.644,1,1,0.548,0.478
"40,000",Basic,Contents,CC_1_3,1,1,1.035,1,1,1
"325,000",Broad,Contents,CC_4_6,1,1,0.516,0.516,1,1
"225,000",Broad,Building,CC_1_3,1,1,1,1,1,1
"7,000,000",Broad,Building,CC_1_3,0.454,0.454,1,1,0.454,0.454
"7,000,000",Special,Building,CC_1_3,0.454,0.454,1,0.454,0.454,
"175,000",Broad,Contents,CC_1_3,1,1,0.624,0.624,1,1
"2,750,000",Special,Building,CC_1_3,0.562,0.562,1,0.562,0.562,
"1,100,000",Special,Contents,CC_1_3,1,0.339,0.339,,,
-,Special,Building,CC_4_6,1.453,1.453,1,1.453,1.453,
"500,000",Special,Contents,CC_1_3,1,0.443,0.443,,,
"175,000",Special,Contents,CC_1_3,1,0.624,0.624,,,
"90,000",Special,Contents,CC_1_3,1,0.79,0.79,,,
"300,000",Basic,Building,CC_1_3,0.969,0.955,1,1,0.969,0.954
"1,900,000",Basic,Contents,CC_1_3,1,1,0.567,0.574,1,1
"475,000",Special,Contents,CC_4_6,1,0.457,0.457,,,
"1,200,000",Broad,Contents,CC_1_3,1,1,0.33,0.33,1,1
"1,750,000",Broad,Building,CC_1_3,0.617,0.617,1,1,0.617,0.617
"1,800,000",Special,Contents,CC_4_6,1,0.29,0.29,,,
"10,000",Basic,Contents,CC_1_3,1,1,1.285,1.148,1,1
"10,000,000",Broad,Building,CC_4_6,0.425,0.425,1,1,0.425,0.425
"700,000",Basic,Contents,CC_4_6,1,1,0.628,0.665,1,1
"3,250,000",Special,Building,CC_1_3,0.542,0.542,1,0.542,0.542,
-,Basic,Contents,CC_4_6,1,1,1.327,1.274,1,1
"750,000",Broad,Building,CC_1_3,0.763,0.763,1,1,0.763,0.763
"50,000",Basic,Contents,CC_1_3,1,1,1,0.973,1,1
"125,000",Special,Building,CC_4_6,1.126,1.126,1,1.126,1.126,
"450,000",Special,Building,CC_4_6,0.862,0.862,1,0.862,0.862,
"7,000,000",Broad,Building,CC_4_6,0.454,0.454,1,1,0.454,0.454
"4,500,000",Basic,Contents,CC_4_6,1,1,0.453,0.5,1,1
"9,500,000",Broad,Building,CC_4_6,0.425,0.425,1,1,0.425,0.425
"1,700,000",Basic,Contents,CC_4_6,1,1,0.538,0.583,1,1
"1,500,000",Basic,Building,CC_4_6,0.638,0.708,1,1,0.638,0.513
"475,000",Special,Building,CC_4_6,0.851,0.851,1,0.851,0.851,
"200,000",Special,Building,CC_4_6,1.025,1.025,1,1.025,1.025,
"3,750,000",Special,Building,CC_4_6,0.526,0.526,1,0.526,0.526,
"400,000",Broad,Contents,CC_1_3,1,1,0.483,0.483,1,1
"400,000",Broad,Building,CC_1_3,0.884,0.884,1,1,0.884,0.884
"2,000,000",Special,Contents,CC_4_6,1,0.264,0.264,,,
"125,000",Basic,Contents,CC_4_6,1,1,0.851,0.847,1,1
"2,500,000",Broad,Contents,CC_1_3,1,1,0.249,0.249,1,1
"425,000",Special,Building,CC_4_6,0.873,0.873,1,0.873,0.873,
"800,000",Special,Contents,CC_4_6,1,0.382,0.382,,,
"450,000",Broad,Building,CC_1_3,0.862,0.862,1,1,0.862,0.862
"1,000,000",Basic,Contents,CC_4_6,1,1,0.59,0.628,1,1
"10,000,000",Special,Building,CC_4_6,0.425,0.425,1,0.425,0.425,
"950,000",Broad,Contents,CC_4_6,1,1,0.361,0.361,1,1
"400,000",Special,Building,CC_1_3,0.884,0.884,1,0.884,0.884,
"8,000,000",Broad,Building,CC_1_3,0.441,0.441,1,1,0.441,0.441
"3,750,000",Broad,Building,CC_1_3,0.526,0.526,1,1,0.526,0.526
"4,000,000",Broad,Contents,CC_4_6,1,1,0.217,0.217,1,1
"225,000",Broad,Building,CC_4_6,1,1,1,1,1,1
"3,750,000",Basic,Building,CC_1_3,0.625,0.612,1,1,0.625,0.498
"1,750,000",Basic,Building,CC_1_3,0.714,0.692,1,1,0.714,0.606
"80,000",Special,Contents,CC_4_6,1,0.819,0.819,,,
"425,000",Broad,Building,CC_1_3,0.873,0.873,1,1,0.873,0.873
"8,500,000",Basic,Building,CC_4_6,0.413,0.53,1,1,0.413,0.321
"3,500,000",Basic,Building,CC_4_6,0.516,0.619,1,1,0.516,0.448
"800,000",Basic,Building,CC_1_3,0.817,0.805,1,1,0.817,0.741
"250,000",Broad,Building,CC_1_3,0.978,0.978,1,1,0.978,0.978
"500,000",Broad,Building,CC_1_3,0.833,0.833,1,1,0.833,0.833
"4,250,000",Basic,Building,CC_4_6,0.492,0.599,1,1,0.492,0.425
"6,000,000",Broad,Building,CC_1_3,0.47,0.47,1,1,0.47,0.47
"275,000",Basic,Building,CC_4_6,0.976,0.968,1,1,0.976,0.843
"90,000",Special,Contents,CC_4_6,1,0.79,0.79,,,
"7,000,000",Basic,Building,CC_4_6,0.434,0.547,1,1,0.434,0.351
"3,500,000",Special,Building,CC_4_6,0.534,0.534,1,0.534,0.534,
"125,000",Basic,Contents,CC_1_3,1,1,0.867,0.847,1,1
"6,500,000",Broad,Building,CC_1_3,0.462,0.462,1,1,0.462,0.462
"700,000",Broad,Contents,CC_1_3,1,1,0.398,0.398,1,1
"9,500,000",Broad,Building,CC_1_3,0.425,0.425,1,1,0.425,0.425
"325,000",Special,Building,CC_1_3,0.925,0.925,1,0.925,0.925,
"700,000",Broad,Building,CC_1_3,0.775,0.775,1,1,0.775,0.775
"475,000",Broad,Contents,CC_1_3,1,1,0.457,0.457,1,1
"5,000,000",Broad,Contents,CC_4_6,1,1,0.209,0.209,1,1
"150,000",Special,Contents,CC_4_6,1,0.653,0.653,,,
"500,000",Basic,Contents,CC_4_6,1,1,0.667,0.697,1,1
"150,000",Special,Contents,CC_1_3,1,0.653,0.653,,,
"2,250,000",Basic,Building,CC_4_6,0.577,0.665,1,1,0.577,0.49
"225,000",Special,Contents,CC_1_3,1,0.579,0.579,,,
"650,000",Basic,Contents,CC_4_6,1,1,0.637,0.672,1,1
"75,000",Basic,Building,CC_4_6,1.258,1.176,1,1,1.258,1.254
"7,500,000",Basic,Building,CC_4_6,0.426,0.541,1,1,0.426,0.339
"150,000",Basic,Building,CC_1_3,1.093,1.065,1,1,1.093,1.14
"400,000",Basic,Contents,CC_4_6,1,1,0.694,0.724,1,1
"125,000",Basic,Building,CC_4_6,1.19,1.095,1,1,1.19,1.057
"550,000",Broad,Building,CC_1_3,0.816,0.816,1,1,0.816,0.816
"475,000",Basic,Contents,CC_1_3,1,1,0.704,0.707,1,1
"100,000",Broad,Contents,CC_1_3,1,1,0.732,0.732,1,1
"10,000",Basic,Contents,CC_4_6,1,1,1.327,1.148,1,1
"7,500,000",Broad,Building,CC_1_3,0.448,0.448,1,1,0.448,0.448
"4,750,000",Broad,Building,CC_4_6,0.499,0.499,1,1,0.499,0.499
"150,000",Broad,Building,CC_1_3,1.086,1.086,1,1,1.086,1.086
"700,000",Broad,Building,CC_4_6,0.775,0.775,1,1,0.775,0.775
"325,000",Basic,Contents,CC_4_6,1,1,0.719,0.746,1,1
"2,500,000",Basic,Building,CC_1_3,0.671,0.654,1,1,0.671,0.553
"1,500,000",Special,Building,CC_1_3,0.637,0.637,1,0.637,0.637,
"3,750,000",Basic,Building,CC_4_6,0.507,0.612,1,1,0.507,0.44
"30,000",Basic,Contents,CC_4_6,1,1,1.094,1.034,1,1
"3,500,000",Basic,Contents,CC_4_6,1,1,0.473,0.517,1,1
"3,000,000",Broad,Contents,CC_1_3,1,1,0.236,0.236,1,1
"1,200,000",Broad,Contents,CC_4_6,1,1,0.33,0.33,1,1
"700,000",Special,Building,CC_1_3,0.775,0.775,1,0.775,0.775,
"5,500,000",Broad,Building,CC_1_3,0.478,0.478,1,1,0.478,0.478
"1,800,000",Basic,Contents,CC_1_3,1,1,0.572,0.578,1,1
"2,000,000",Broad,Contents,CC_1_3,1,1,0.264,0.264,1,1
"2,250,000",Special,Building,CC_1_3,0.586,0.586,1,0.586,0.586,
"550,000",Basic,Building,CC_1_3,0.872,0.856,1,1,0.872,0.816
"9,000,000",Basic,Building,CC_4_6,0.407,0.525,1,1,0.407,1.513
"1,400,000",Broad,Contents,CC_4_6,1,1,0.315,0.315,1,1
"325,000",Special,Contents,CC_1_3,1,0.516,0.516,,,
"1,200,000",Basic,Contents,CC_1_3,1,1,0.609,0.612,1,1
"900,000",Broad,Building,CC_4_6,0.734,0.734,1,1,0.734,0.734
"1,900,000",Special,Contents,CC_4_6,1,0.285,0.285,,,
"500,000",Basic,Contents,CC_1_3,1,1,0.698,0.697,1,1
"350,000",Basic,Building,CC_1_3,0.943,0.931,1,1,0.943,0.917
"6,500,000",Broad,Building,CC_4_6,0.462,0.462,1,1,0.462,0.462
"850,000",Special,Building,CC_1_3,0.743,0.743,1,0.743,0.743,
"2,250,000",Special,Building,CC_4_6,0.586,0.586,1,0.586,0.586,
"3,750,000",Special,Building,CC_1_3,0.526,0.526,1,0.526,0.526,
"275,000",Basic,Contents,CC_1_3,1,1,0.766,0.763,1,1
"175,000",Basic,Building,CC_1_3,1.064,1.04,1,1,1.064,1.096
"850,000",Broad,Contents,CC_1_3,1,1,0.374,0.374,1,1
"150,000",Basic,Contents,CC_4_6,1,1,0.824,0.828,1,1
"1,500,000",Special,Contents,CC_1_3,1,0.308,0.308,,,
"60,000",Basic,Contents,CC_4_6,1,1,0.968,0.951,1,1
"650,000",Basic,Contents,CC_1_3,1,1,0.67,0.672,1,1
"900,000",Special,Building,CC_1_3,0.734,0.734,1,0.734,0.734,
"350,000",Basic,Contents,CC_4_6,1,1,0.71,0.738,1,1
"70,000",Basic,Contents,CC_4_6,1,1,0.943,0.932,1,1
"175,000",Broad,Contents,CC_4_6,1,1,0.624,0.624,1,1
"8,000,000",Special,Building,CC_4_6,0.441,0.441,1,0.441,0.441,
"5,000,000",Basic,Building,CC_4_6,0.472,0.578,1,1,0.472,0.408
"300,000",Basic,Contents,CC_4_6,1,1,0.73,0.754,1,1
"600,000",Special,Contents,CC_1_3,1,0.418,0.418,,,
"225,000",Broad,Contents,CC_1_3,1,1,0.579,0.579,1,1
"70,000",Special,Contents,CC_1_3,1,0.852,0.852,,,
"600,000",Broad,Contents,CC_4_6,1,1,0.418,0.418,1,1
"850,000",Basic,Contents,CC_1_3,1,1,0.643,0.647,1,1
"10,000",Special,Contents,CC_1_3,1,1.366,1.366,,,
"400,000",Basic,Building,CC_1_3,0.922,0.91,1,1,0.922,0.886
"100,000",Basic,Contents,CC_1_3,1,1,0.898,0.871,1,1
"9,500,000",Basic,Building,CC_4_6,0.402,0.52,1,1,0.402,1.513
"4,500,000",Basic,Contents,CC_1_3,1,1,0.496,0.5,1,1
"1,500,000",Broad,Building,CC_4_6,0.637,0.637,1,1,0.637,0.637
