classCode,coverage,construction,buildingGroup1,buildingGroup2,contentsGroup1,contentsGroup2,abcGroup1,abcGroup2
0702,Contents,"Mas Non-Comb",0.0870,0.087,0.087,0.087,0.087,0.087
0511,ABC,Frame,0.0000,0,0,0,0,0
0846,ABC,Frame,0.0000,0,0,0,0,0
0313,Building,"Mas Non-Comb",0.0660,0.066,0.066,0.066,0.066,0.066
0545,Contents,"Joisted Masonry",0.4210,0.421,0.421,0.421,0.421,0.421
0831,ABC,"Fire Res",0.0000,0,0,0,0,0
0531,ABC,"Fire Res",0.0000,0,0,0,0,0
1150,Contents,"Fire Res",0.0000,0,0,0,0,0
1150,ABC,Frame,0.0000,0,0,0,0,0
0580,Contents,"Fire Res",0.1370,0.137,0.137,0.137,0.137,0.137
0746,ABC,"Fire Res",0.0000,0,0,0,0,0
0197,Contents,"Joisted Masonry",0.0810,0.081,0.081,0.081,0.081,0.081
0567,Building,"Joisted Masonry",0.1090,0.109,0.109,0.109,0.109,0.109
0533,Contents,Frame,0.1850,0.185,0.185,0.185,0.185,0.185
0912,Building,"Joisted Masonry",0.2380,0.238,0.238,0.238,0.238,0.238
0744,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0921,Contents,"Joisted Masonry",0.1120,0.112,0.112,0.112,0.112,0.112
0900,Building,"Joisted Masonry",0.0740,0.074,0.074,0.074,0.074,0.074
1051,ABC,Non-Comb.,0.0000,0,0,0,0,0
0745,Contents,Non-Comb.,0.0880,0.088,0.088,0.088,0.088,0.088
0562,Building,Frame,0.1320,0.132,0.132,0.132,0.132,0.132
0197,Contents,Non-Comb.,0.0750,0.075,0.075,0.075,0.075,0.075
0534,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0077,ABC,Frame,0.0000,0,0,0,0,0
1070,Building,Frame,0.1510,0.151,0.151,0.151,0.151,0.151
0562,Building,Non-Comb.,0.1060,0.106,0.106,0.106,0.106,0.106
2200,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0851,Contents,Frame,0.0590,0.059,0.059,0.059,0.059,0.059
0533,Building,"Fire Res",0.0880,0.088,0.088,0.088,0.088,0.088
0921,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0570,Contents,"Joisted Masonry",0.1670,0.167,0.167,0.167,0.167,0.167
0833,Contents,Frame,0.1490,0.149,0.149,0.149,0.149,0.149
0532,Building,"Mas Non-Comb",0.1220,0.122,0.122,0.122,0.122,0.122
0079,Contents,"Fire Res",0.0870,0.087,0.087,0.087,0.087,0.087
0934,Building,"Joisted Masonry",0.1030,0.103,0.103,0.103,0.103,0.103
0852,Building,"Fire Res",0.0310,0.031,0.031,0.031,0.031,0.031
0570,Contents,"Fire Res",0.1300,0.13,0.13,0.13,0.13,0.13
0198,Building,Non-Comb.,0.0650,0.065,0.065,0.065,0.065,0.065
0756,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0078,Building,"Joisted Masonry",0.1070,0.107,0.107,0.107,0.107,0.107
0851,Building,Non-Comb.,0.0410,0.041,0.041,0.041,0.041,0.041
1212,ABC,Non-Comb.,0.0000,0,0,0,0,0
1150,Contents,"Joisted Masonry",0.0000,0,0,0,0,0
0311,Building,"Mas Non-Comb",0.0660,0.066,0.066,0.066,0.066,0.066
0512,Contents,"Fire Res",0.1100,0.11,0.11,0.11,0.11,0.11
0511,Building,Non-Comb.,0.0980,0.098,0.098,0.098,0.098,0.098
0561,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0520,Building,"Mas Non-Comb",0.0940,0.094,0.094,0.094,0.094,0.094
0846,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0312,Contents,Frame,0.1150,0.115,0.115,0.115,0.115,0.115
0333,ABC,Frame,0.0000,0,0,0,0,0
0079,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0934,Contents,Non-Comb.,0.1160,0.116,0.116,0.116,0.116,0.116
1070,ABC,Non-Comb.,0.0000,0,0,0,0,0
0333,Contents,"Fire Res",0.0350,0.035,0.035,0.035,0.035,0.035
0541,Building,"Fire Res",0.2120,0.212,0.212,0.212,0.212,0.212
2350,Building,"Joisted Masonry",0.2260,0.226,0.226,0.226,0.226,0.226
0755,Contents,Non-Comb.,0.3390,0.339,0.339,0.339,0.339,0.339
0520,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0511,Contents,Non-Comb.,0.1500,0.15,0.15,0.15,0.15,0.15
0833,Building,"Joisted Masonry",0.1150,0.115,0.115,0.115,0.115,0.115
0846,ABC,Non-Comb.,0.0000,0,0,0,0,0
1051,Building,"Joisted Masonry",0.0880,0.088,0.088,0.088,0.088,0.088
0833,ABC,"Fire Res",0.0000,0,0,0,0,0
0900,Contents,"Fire Res",0.0590,0.059,0.059,0.059,0.059,0.059
0846,Contents,"Mas Non-Comb",0.1430,0.143,0.143,0.143,0.143,0.143
0079,Building,Non-Comb.,0.0950,0.095,0.095,0.095,0.095,0.095
0341,Building,Frame,0.0870,0.087,0.087,0.087,0.087,0.087
0755,Contents,"Mas Non-Comb",0.2990,0.299,0.299,0.299,0.299,0.299
0197,Contents,Frame,0.0900,0.09,0.09,0.09,0.09,0.09
0520,ABC,Non-Comb.,0.0000,0,0,0,0,0
0331,Contents,Non-Comb.,0.0420,0.042,0.042,0.042,0.042,0.042
0933,Building,"Fire Res",0.0530,0.053,0.053,0.053,0.053,0.053
0197,ABC,"Fire Res",0.0000,0,0,0,0,0
1220,Building,"Joisted Masonry",0.1140,0.114,0.114,0.114,0.114,0.114
0940,Building,Non-Comb.,0.0440,0.044,0.044,0.044,0.044,0.044
0561,Building,Non-Comb.,0.0930,0.093,0.093,0.093,0.093,0.093
0747,Contents,"Mas Non-Comb",0.0770,0.077,0.077,0.077,0.077,0.077
0198,Building,"Joisted Masonry",0.0730,0.073,0.073,0.073,0.073,0.073
1650,Contents,"Mas Non-Comb",0.1870,0.187,0.187,0.187,0.187,0.187
0550,ABC,Frame,0.0000,0,0,0,0,0
0565,ABC,Non-Comb.,0.0000,0,0,0,0,0
0074,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0570,ABC,Frame,0.0000,0,0,0,0,0
1752,ABC,Frame,0.0000,0,0,0,0,0
1650,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0076,ABC,"Fire Res",0.0000,0,0,0,0,0
2800,Contents,Non-Comb.,0.2180,0.218,0.218,0.218,0.218,0.218
0755,Contents,Frame,0.3990,0.399,0.399,0.399,0.399,0.399
1070,Building,"Mas Non-Comb",0.0980,0.098,0.098,0.098,0.098,0.098
0756,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0844,Building,"Fire Res",0.0840,0.084,0.084,0.084,0.084,0.084
2459,Building,"Mas Non-Comb",0.1050,0.105,0.105,0.105,0.105,0.105
1751,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0534,Building,"Fire Res",0.1240,0.124,0.124,0.124,0.124,0.124
0747,Building,"Joisted Masonry",0.0840,0.084,0.084,0.084,0.084,0.084
0952,Contents,Frame,0.1950,0.195,0.195,0.195,0.195,0.195
0580,Building,"Mas Non-Comb",0.0790,0.079,0.079,0.079,0.079,0.079
0841,ABC,Non-Comb.,0.0000,0,0,0,0,0
0532,Contents,Frame,0.2300,0.23,0.23,0.23,0.23,0.23
0076,Building,"Fire Res",0.0780,0.078,0.078,0.078,0.078,0.078
1230,Building,Frame,0.1090,0.109,0.109,0.109,0.109,0.109
4809,Contents,Frame,0.1320,0.132,0.132,0.132,0.132,0.132
0534,ABC,Non-Comb.,0.0000,0,0,0,0,0
2800,Building,"Fire Res",0.1190,0.119,0.119,0.119,0.119,0.119
0511,Contents,"Mas Non-Comb",0.1320,0.132,0.132,0.132,0.132,0.132
4809,Contents,"Mas Non-Comb",0.0990,0.099,0.099,0.099,0.099,0.099
0311,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0541,Contents,Non-Comb.,0.3200,0.32,0.32,0.32,0.32,0.32
1220,ABC,Frame,0.0000,0,0,0,0,0
0923,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0520,Contents,Frame,0.2300,0.23,0.23,0.23,0.23,0.23
2350,Contents,"Joisted Masonry",0.2660,0.266,0.266,0.266,0.266,0.266
1211,ABC,Non-Comb.,0.0000,0,0,0,0,0
0565,ABC,"Fire Res",0.0000,0,0,0,0,0
0745,ABC,Non-Comb.,0.0000,0,0,0,0,0
0757,Building,"Mas Non-Comb",0.0990,0.099,0.099,0.099,0.099,0.099
0520,Building,Non-Comb.,0.1160,0.116,0.116,0.116,0.116,0.116
0843,Building,"Joisted Masonry",0.0940,0.094,0.094,0.094,0.094,0.094
0580,Contents,"Mas Non-Comb",0.1470,0.147,0.147,0.147,0.147,0.147
2459,Building,Non-Comb.,0.1290,0.129,0.129,0.129,0.129,0.129
0940,Contents,"Mas Non-Comb",0.0520,0.052,0.052,0.052,0.052,0.052
0331,ABC,Non-Comb.,0.0000,0,0,0,0,0
1230,Contents,"Fire Res",0.1050,0.105,0.105,0.105,0.105,0.105
0532,Building,Non-Comb.,0.1500,0.15,0.15,0.15,0.15,0.15
0561,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
1752,Contents,"Mas Non-Comb",0.0720,0.072,0.072,0.072,0.072,0.072
0076,Building,Non-Comb.,0.1050,0.105,0.105,0.105,0.105,0.105
1052,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
1400,Building,"Mas Non-Comb",0.2140,0.214,0.214,0.214,0.214,0.214
0832,Building,Non-Comb.,0.1210,0.121,0.121,0.121,0.121,0.121
0562,Contents,Non-Comb.,0.1800,0.18,0.18,0.18,0.18,0.18
1070,ABC,Frame,0.0000,0,0,0,0,0
0561,Contents,"Mas Non-Comb",0.1440,0.144,0.144,0.144,0.144,0.144
0074,Contents,Non-Comb.,0.1130,0.113,0.113,0.113,0.113,0.113
0580,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0332,ABC,"Fire Res",0.0000,0,0,0,0,0
1212,Contents,Frame,0.1490,0.149,0.149,0.149,0.149,0.149
0198,ABC,Non-Comb.,0.0000,0,0,0,0,0
1230,Building,Non-Comb.,0.0880,0.088,0.088,0.088,0.088,0.088
0313,ABC,Frame,0.0000,0,0,0,0,0
0841,Contents,"Joisted Masonry",0.1970,0.197,0.197,0.197,0.197,0.197
0312,Building,"Joisted Masonry",0.0910,0.091,0.091,0.091,0.091,0.091
0075,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
3409,Building,"Fire Res",0.0850,0.085,0.085,0.085,0.085,0.085
2800,Building,Non-Comb.,0.1580,0.158,0.158,0.158,0.158,0.158
0923,Contents,Non-Comb.,0.0710,0.071,0.071,0.071,0.071,0.071
0531,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0566,Building,"Mas Non-Comb",0.0880,0.088,0.088,0.088,0.088,0.088
1752,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0312,Contents,Non-Comb.,0.0970,0.097,0.097,0.097,0.097,0.097
0566,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
1213,Building,Non-Comb.,0.0850,0.085,0.085,0.085,0.085,0.085
0743,ABC,Non-Comb.,0.0000,0,0,0,0,0
0580,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0311,Building,Non-Comb.,0.0810,0.081,0.081,0.081,0.081,0.081
0342,ABC,Frame,0.1160,0.116,0.116,0.116,0.116,0.116
0532,Contents,"Mas Non-Comb",0.1720,0.172,0.172,0.172,0.172,0.172
1212,Contents,"Fire Res",0.1040,0.104,0.104,0.104,0.104,0.104
0312,ABC,Frame,0.0000,0,0,0,0,0
0075,Building,"Joisted Masonry",0.1180,0.118,0.118,0.118,0.118,0.118
1752,Contents,Frame,0.0960,0.096,0.096,0.096,0.096,0.096
2200,ABC,"Fire Res",0.0000,0,0,0,0,0
1230,Building,"Fire Res",0.0660,0.066,0.066,0.066,0.066,0.066
0744,Contents,Frame,0.2390,0.239,0.239,0.239,0.239,0.239
0564,Building,Frame,0.1810,0.181,0.181,0.181,0.181,0.181
0743,Building,Frame,0.2180,0.218,0.218,0.218,0.218,0.218
0742,Contents,Non-Comb.,0.2030,0.203,0.203,0.203,0.203,0.203
2459,ABC,"Fire Res",0.0000,0,0,0,0,0
0331,ABC,"Fire Res",0.0000,0,0,0,0,0
2350,ABC,"Fire Res",0.0000,0,0,0,0,0
3409,ABC,Frame,0.0000,0,0,0,0,0
1220,Building,"Mas Non-Comb",0.0830,0.083,0.083,0.083,0.083,0.083
1070,Contents,"Joisted Masonry",0.1620,0.162,0.162,0.162,0.162,0.162
0533,Contents,"Joisted Masonry",0.1660,0.166,0.166,0.166,0.166,0.166
0844,ABC,Non-Comb.,0.0000,0,0,0,0,0
0951,Building,"Fire Res",0.2420,0.242,0.242,0.242,0.242,0.242
1400,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0922,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0312,Contents,"Joisted Masonry",0.1020,0.102,0.102,0.102,0.102,0.102
0512,Building,"Joisted Masonry",0.1040,0.104,0.104,0.104,0.104,0.104
0321,Building,"Joisted Masonry",0.1400,0.14,0.14,0.14,0.14,0.14
0312,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0951,ABC,"Fire Res",0.0000,0,0,0,0,0
0922,Contents,"Joisted Masonry",0.1270,0.127,0.127,0.127,0.127,0.127
0931,ABC,Frame,0.0000,0,0,0,0,0
0333,Contents,"Mas Non-Comb",0.0370,0.037,0.037,0.037,0.037,0.037
0341,Contents,"Mas Non-Comb",0.0750,0.075,0.075,0.075,0.075,0.075
0563,Contents,"Joisted Masonry",0.1420,0.142,0.142,0.142,0.142,0.142
1220,ABC,"Fire Res",0.0000,0,0,0,0,0
0342,Contents,"Mas Non-Comb",0.0750,0.075,0.075,0.075,0.075,0.075
2200,Contents,"Fire Res",0.3260,0.326,0.326,0.326,0.326,0.326
0743,ABC,"Fire Res",0.0000,0,0,0,0,0
0756,ABC,Non-Comb.,0.0000,0,0,0,0,0
0832,Contents,"Fire Res",0.1130,0.113,0.113,0.113,0.113,0.113
0913,Building,"Mas Non-Comb",0.1140,0.114,0.114,0.114,0.114,0.114
0931,Contents,"Mas Non-Comb",0.0650,0.065,0.065,0.065,0.065,0.065
0851,Building,"Joisted Masonry",0.0450,0.045,0.045,0.045,0.045,0.045
0843,ABC,"Fire Res",0.0000,0,0,0,0,0
0923,Building,Frame,0.0760,0.076,0.076,0.076,0.076,0.076
0322,Contents,"Joisted Masonry",0.2070,0.207,0.207,0.207,0.207,0.207
0932,ABC,Non-Comb.,0.0000,0,0,0,0,0
1211,Building,"Mas Non-Comb",0.1000,0.1,0.1,0.1,0.1,0.1
1150,ABC,"Fire Res",0.0000,0,0,0,0,0
1700,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0342,Building,Frame,0.0870,0.087,0.087,0.087,0.087,0.087
0562,Contents,"Fire Res",0.1480,0.148,0.148,0.148,0.148,0.148
0581,ABC,"Joisted Masonry",0.1850,0.185,0.185,0.185,0.185,0.185
0342,Contents,Non-Comb.,0.0840,0.084,0.084,0.084,0.084,0.084
1051,ABC,"Fire Res",0.0000,0,0,0,0,0
1212,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
2800,Building,"Joisted Masonry",0.1780,0.178,0.178,0.178,0.178,0.178
0844,Building,"Mas Non-Comb",0.0910,0.091,0.091,0.091,0.091,0.091
0332,Building,Frame,0.0560,0.056,0.056,0.056,0.056,0.056
0912,Building,Frame,0.2640,0.264,0.264,0.264,0.264,0.264
1650,Contents,"Fire Res",0.1740,0.174,0.174,0.174,0.174,0.174
1000,Contents,"Fire Res",0.0960,0.096,0.096,0.096,0.096,0.096
0845,Building,Frame,0.0920,0.092,0.092,0.092,0.092,0.092
0331,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0520,Building,Frame,0.1440,0.144,0.144,0.144,0.144,0.144
0343,Building,Non-Comb.,0.0700,0.07,0.07,0.07,0.07,0.07
0074,Building,"Joisted Masonry",0.1180,0.118,0.118,0.118,0.118,0.118
1752,Contents,"Joisted Masonry",0.0860,0.086,0.086,0.086,0.086,0.086
0832,Building,"Joisted Masonry",0.1350,0.135,0.135,0.135,0.135,0.135
0701,ABC,"Mas Non-Comb",0.1540,0.154,0.154,0.154,0.154,0.154
0541,Building,"Joisted Masonry",0.3160,0.316,0.316,0.316,0.316,0.316
1052,Contents,Non-Comb.,0.1010,0.101,0.101,0.101,0.101,0.101
1650,Building,Non-Comb.,0.1570,0.157,0.157,0.157,0.157,0.157
0342,Building,Non-Comb.,0.0700,0.07,0.07,0.07,0.07,0.07
0343,Building,"Fire Res",0.0520,0.052,0.052,0.052,0.052,0.052
0745,Building,Non-Comb.,0.0750,0.075,0.075,0.075,0.075,0.075
2800,ABC,"Fire Res",0.0000,0,0,0,0,0
0581,Contents,"Joisted Masonry",0.1670,0.167,0.167,0.167,0.167,0.167
1230,ABC,Non-Comb.,0.0000,0,0,0,0,0
0570,Contents,Frame,0.1870,0.187,0.187,0.187,0.187,0.187
0832,Building,Frame,0.1500,0.15,0.15,0.15,0.15,0.15
0922,Building,Non-Comb.,0.0930,0.093,0.093,0.093,0.093,0.093
0755,Building,"Mas Non-Comb",0.2250,0.225,0.225,0.225,0.225,0.225
0074,Contents,"Mas Non-Comb",0.0990,0.099,0.099,0.099,0.099,0.099
0313,Building,Frame,0.1000,0.1,0.1,0.1,0.1,0.1
0702,ABC,"Joisted Masonry",0.1310,0.131,0.131,0.131,0.131,0.131
0923,Building,"Fire Res",0.0460,0.046,0.046,0.046,0.046,0.046
1213,Contents,"Mas Non-Comb",0.1080,0.108,0.108,0.108,0.108,0.108
0331,Building,"Joisted Masonry",0.0510,0.051,0.051,0.051,0.051,0.051
0564,Contents,Frame,0.2770,0.277,0.277,0.277,0.277,0.277
0550,Building,"Mas Non-Comb",0.0720,0.072,0.072,0.072,0.072,0.072
0332,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
3409,Building,"Mas Non-Comb",0.0910,0.091,0.091,0.091,0.091,0.091
1650,ABC,Frame,0.1380,0.138,0.138,0.138,0.138,0.138
0746,Contents,Frame,0.1030,0.103,0.103,0.103,0.103,0.103
0940,Contents,"Joisted Masonry",0.0630,0.063,0.063,0.063,0.063,0.063
0743,Contents,"Joisted Masonry",0.2160,0.216,0.216,0.216,0.216,0.216
0831,Contents,"Mas Non-Comb",0.1030,0.103,0.103,0.103,0.103,0.103
0545,Building,Frame,0.4140,0.414,0.414,0.414,0.414,0.414
0077,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0755,Contents,"Fire Res",0.2790,0.279,0.279,0.279,0.279,0.279
0921,Building,"Joisted Masonry",0.0930,0.093,0.093,0.093,0.093,0.093
0951,Building,"Mas Non-Comb",0.2640,0.264,0.264,0.264,0.264,0.264
0912,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0332,ABC,Non-Comb.,0.0000,0,0,0,0,0
1400,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0832,Building,"Mas Non-Comb",0.0990,0.099,0.099,0.099,0.099,0.099
1230,Contents,"Mas Non-Comb",0.1120,0.112,0.112,0.112,0.112,0.112
0561,ABC,"Fire Res",0.0000,0,0,0,0,0
0333,Building,"Fire Res",0.0350,0.035,0.035,0.035,0.035,0.035
1751,Contents,Non-Comb.,0.1140,0.114,0.114,0.114,0.114,0.114
0951,Contents,Non-Comb.,0.3780,0.378,0.378,0.378,0.378,0.378
1070,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0534,Contents,"Joisted Masonry",0.1730,0.173,0.173,0.173,0.173,0.173
0564,ABC,Non-Comb.,0.0000,0,0,0,0,0
0563,Building,Non-Comb.,0.1050,0.105,0.105,0.105,0.105,0.105
0921,Contents,"Mas Non-Comb",0.0930,0.093,0.093,0.093,0.093,0.093
0852,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
1051,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0756,Building,Non-Comb.,0.1130,0.113,0.113,0.113,0.113,0.113
0911,Contents,"Fire Res",0.1660,0.166,0.166,0.166,0.166,0.166
2800,Building,Frame,0.1960,0.196,0.196,0.196,0.196,0.196
0952,Building,Frame,0.1370,0.137,0.137,0.137,0.137,0.137
0900,Contents,"Joisted Masonry",0.0770,0.077,0.077,0.077,0.077,0.077
0911,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
3409,Building,Frame,0.1420,0.142,0.142,0.142,0.142,0.142
0900,Building,Non-Comb.,0.0650,0.065,0.065,0.065,0.065,0.065
0756,Contents,"Joisted Masonry",0.1450,0.145,0.145,0.145,0.145,0.145
0912,ABC,Frame,0.0000,0,0,0,0,0
1650,Contents,Frame,0.2480,0.248,0.248,0.248,0.248,0.248
1000,Building,"Mas Non-Comb",0.1000,0.1,0.1,0.1,0.1,0.1
0333,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0198,Building,"Mas Non-Comb",0.0520,0.052,0.052,0.052,0.052,0.052
1752,Building,"Fire Res",0.0580,0.058,0.058,0.058,0.058,0.058
0911,Contents,Non-Comb.,0.2000,0.2,0.2,0.2,0.2,0.2
0746,Contents,"Mas Non-Comb",0.0770,0.077,0.077,0.077,0.077,0.077
1400,Building,Frame,0.3290,0.329,0.329,0.329,0.329,0.329
2459,Contents,"Fire Res",0.1460,0.146,0.146,0.146,0.146,0.146
0550,Building,"Joisted Masonry",0.1000,0.1,0.1,0.1,0.1,0.1
0757,ABC,Non-Comb.,0.0000,0,0,0,0,0
0565,Building,"Fire Res",0.0720,0.072,0.072,0.072,0.072,0.072
0545,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
1220,Contents,"Fire Res",0.1090,0.109,0.109,0.109,0.109,0.109
0841,Contents,"Fire Res",0.1540,0.154,0.154,0.154,0.154,0.154
0076,Building,"Joisted Masonry",0.1180,0.118,0.118,0.118,0.118,0.118
0852,Contents,Non-Comb.,0.0520,0.052,0.052,0.052,0.052,0.052
0933,ABC,Frame,0.0000,0,0,0,0,0
0076,Contents,"Mas Non-Comb",0.0990,0.099,0.099,0.099,0.099,0.099
1751,ABC,Non-Comb.,0.0000,0,0,0,0,0
0581,Building,"Mas Non-Comb",0.0840,0.084,0.084,0.084,0.084,0.084
0833,Building,Non-Comb.,0.1030,0.103,0.103,0.103,0.103,0.103
1752,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
1051,Contents,Non-Comb.,0.1070,0.107,0.107,0.107,0.107,0.107
0701,ABC,Non-Comb.,0.1740,0.174,0.174,0.174,0.174,0.174
0845,Building,"Mas Non-Comb",0.0610,0.061,0.061,0.061,0.061,0.061
0747,Building,Non-Comb.,0.0750,0.075,0.075,0.075,0.075,0.075
0545,Building,"Fire Res",0.2500,0.25,0.25,0.25,0.25,0.25
0321,Building,"Fire Res",0.0920,0.092,0.092,0.092,0.092,0.092
0076,Contents,"Fire Res",0.0920,0.092,0.092,0.092,0.092,0.092
0912,Building,Non-Comb.,0.2120,0.212,0.212,0.212,0.212,0.212
0934,ABC,Non-Comb.,0.0000,0,0,0,0,0
1052,Contents,"Joisted Masonry",0.1070,0.107,0.107,0.107,0.107,0.107
0077,Contents,"Fire Res",0.0870,0.087,0.087,0.087,0.087,0.087
0834,ABC,Frame,0.0000,0,0,0,0,0
0532,Contents,Non-Comb.,0.1950,0.195,0.195,0.195,0.195,0.195
2200,Building,Frame,0.3880,0.388,0.388,0.388,0.388,0.388
1070,Building,"Joisted Masonry",0.1360,0.136,0.136,0.136,0.136,0.136
0321,Contents,"Mas Non-Comb",0.1730,0.173,0.173,0.173,0.173,0.173
0852,Building,Frame,0.0520,0.052,0.052,0.052,0.052,0.052
0076,Contents,Frame,0.1310,0.131,0.131,0.131,0.131,0.131
0844,Contents,Non-Comb.,0.1320,0.132,0.132,0.132,0.132,0.132
0561,Building,"Fire Res",0.0700,0.07,0.07,0.07,0.07,0.07
0075,Building,Frame,0.1310,0.131,0.131,0.131,0.131,0.131
0570,ABC,Non-Comb.,0.0000,0,0,0,0,0
1070,Contents,Non-Comb.,0.1530,0.153,0.153,0.153,0.153,0.153
0742,Building,"Joisted Masonry",0.1960,0.196,0.196,0.196,0.196,0.196
0341,Building,"Joisted Masonry",0.0790,0.079,0.079,0.079,0.079,0.079
0075,Contents,Non-Comb.,0.1130,0.113,0.113,0.113,0.113,0.113
0743,Building,"Fire Res",0.1310,0.131,0.131,0.131,0.131,0.131
0198,Contents,Frame,0.0900,0.09,0.09,0.09,0.09,0.09
0745,ABC,"Fire Res",0.0000,0,0,0,0,0
0747,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0511,Building,Frame,0.1220,0.122,0.122,0.122,0.122,0.122
0550,Building,Frame,0.1100,0.11,0.11,0.11,0.11,0.11
0563,Contents,"Mas Non-Comb",0.1180,0.118,0.118,0.118,0.118,0.118
0923,Contents,"Fire Res",0.0570,0.057,0.057,0.057,0.057,0.057
1230,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0331,Contents,"Fire Res",0.0350,0.035,0.035,0.035,0.035,0.035
0341,Contents,"Joisted Masonry",0.0900,0.09,0.09,0.09,0.09,0.09
0567,Contents,Non-Comb.,0.1500,0.15,0.15,0.15,0.15,0.15
0911,Building,Non-Comb.,0.1600,0.16,0.16,0.16,0.16,0.16
0833,Building,"Fire Res",0.0770,0.077,0.077,0.077,0.077,0.077
1000,ABC,Frame,0.0000,0,0,0,0,0
0562,ABC,Non-Comb.,0.0000,0,0,0,0,0
0744,ABC,Frame,0.0000,0,0,0,0,0
0520,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0534,Building,"Mas Non-Comb",0.1330,0.133,0.133,0.133,0.133,0.133
0922,Contents,Non-Comb.,0.1200,0.12,0.12,0.12,0.12,0.12
0911,Contents,Frame,0.2360,0.236,0.236,0.236,0.236,0.236
0933,ABC,"Fire Res",0.0000,0,0,0,0,0
1752,Building,"Mas Non-Comb",0.0640,0.064,0.064,0.064,0.064,0.064
1211,Contents,"Mas Non-Comb",0.1340,0.134,0.134,0.134,0.134,0.134
0755,Contents,"Joisted Masonry",0.3590,0.359,0.359,0.359,0.359,0.359
0332,Contents,"Joisted Masonry",0.0440,0.044,0.044,0.044,0.044,0.044
0197,Building,Non-Comb.,0.0650,0.065,0.065,0.065,0.065,0.065
0931,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
1220,Building,Non-Comb.,0.1010,0.101,0.101,0.101,0.101,0.101
0756,ABC,"Fire Res",0.0000,0,0,0,0,0
0951,Contents,Frame,0.4470,0.447,0.447,0.447,0.447,0.447
0933,Contents,"Mas Non-Comb",0.0830,0.083,0.083,0.083,0.083,0.083
0533,ABC,Non-Comb.,0.0000,0,0,0,0,0
0911,ABC,Non-Comb.,0.0000,0,0,0,0,0
0077,Building,"Mas Non-Comb",0.0770,0.077,0.077,0.077,0.077,0.077
2800,ABC,Frame,0.0000,0,0,0,0,0
0563,Contents,"Fire Res",0.1100,0.11,0.11,0.11,0.11,0.11
0078,Building,Non-Comb.,0.0950,0.095,0.095,0.095,0.095,0.095
0746,Building,Non-Comb.,0.0750,0.075,0.075,0.075,0.075,0.075
0533,Building,"Mas Non-Comb",0.0950,0.095,0.095,0.095,0.095,0.095
1070,Contents,"Fire Res",0.1260,0.126,0.126,0.126,0.126,0.126
0702,ABC,Frame,0.1440,0.144,0.144,0.144,0.144,0.144
1700,Contents,"Mas Non-Comb",0.1830,0.183,0.183,0.183,0.183,0.183
1400,Building,Non-Comb.,0.2640,0.264,0.264,0.264,0.264,0.264
0511,ABC,Non-Comb.,0.0000,0,0,0,0,0
0701,Contents,"Mas Non-Comb",0.1330,0.133,0.133,0.133,0.133,0.133
