classCode,coverage,construction,buildingGroup1,buildingGroup2,contentsGroup1,contentsGroup2,abcGroup1,abcGroup2
0845,Building,"Fire Res",0.0570,0.057,0.057,0.057,0.057,0.057
0545,Contents,Frame,0.4680,0.468,0.468,0.468,0.468,0.468
0532,ABC,"Fire Res",0.0000,0,0,0,0,0
0322,ABC,"Joisted Masonry",0.2420,0.242,0.242,0.242,0.242,0.242
0312,Building,Frame,0.1000,0.1,0.1,0.1,0.1,0.1
0743,Building,Non-Comb.,0.1740,0.174,0.174,0.174,0.174,0.174
0197,ABC,Non-Comb.,0.0000,0,0,0,0,0
0196,Building,"Fire Res",0.0480,0.048,0.048,0.048,0.048,0.048
0197,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0512,Building,Non-Comb.,0.0920,0.092,0.092,0.092,0.092,0.092
1000,Building,Non-Comb.,0.1240,0.124,0.124,0.124,0.124,0.124
0843,Building,"Mas Non-Comb",0.0670,0.067,0.067,0.067,0.067,0.067
0846,Building,Non-Comb.,0.1550,0.155,0.155,0.155,0.155,0.155
0582,ABC,"Joisted Masonry",0.1660,0.166,0.166,0.166,0.166,0.166
1400,ABC,Frame,0.4980,0.498,0.498,0.498,0.498,0.498
2350,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
1700,Contents,Frame,0.2440,0.244,0.244,0.244,0.244,0.244
1751,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0746,Contents,"Fire Res",0.0710,0.071,0.071,0.071,0.071,0.071
0841,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0533,Building,Frame,0.1470,0.147,0.147,0.147,0.147,0.147
0744,Contents,"Joisted Masonry",0.2160,0.216,0.216,0.216,0.216,0.216
0923,ABC,"Fire Res",0.0000,0,0,0,0,0
2459,Contents,"Mas Non-Comb",0.1590,0.159,0.159,0.159,0.159,0.159
0342,Building,"Joisted Masonry",0.0790,0.079,0.079,0.079,0.079,0.079
0702,ABC,"Mas Non-Comb",0.1080,0.108,0.108,0.108,0.108,0.108
0912,Contents,"Mas Non-Comb",0.2440,0.244,0.244,0.244,0.244,0.244
0934,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0511,Building,"Fire Res",0.0730,0.073,0.073,0.073,0.073,0.073
0196,Contents,"Fire Res",0.0630,0.063,0.063,0.063,0.063,0.063
0912,ABC,Non-Comb.,0.0000,0,0,0,0,0
2200,ABC,Frame,0.0000,0,0,0,0,0
0332,Contents,Non-Comb.,0.0420,0.042,0.042,0.042,0.042,0.042
0198,Building,"Fire Res",0.0480,0.048,0.048,0.048,0.048,0.048
0564,Contents,"Fire Res",0.1940,0.194,0.194,0.194,0.194,0.194
0952,ABC,"Fire Res",0.0000,0,0,0,0,0
0075,Building,Non-Comb.,0.1050,0.105,0.105,0.105,0.105,0.105
1700,ABC,Frame,0.1340,0.134,0.134,0.134,0.134,0.134
0755,Building,"Fire Res",0.2090,0.209,0.209,0.209,0.209,0.209
0312,ABC,"Fire Res",0.0000,0,0,0,0,0
0844,Contents,"Mas Non-Comb",0.1170,0.117,0.117,0.117,0.117,0.117
0342,ABC,"Joisted Masonry",0.1050,0.105,0.105,0.105,0.105,0.105
0923,Contents,"Mas Non-Comb",0.0620,0.062,0.062,0.062,0.062,0.062
0952,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0843,ABC,Non-Comb.,0.0000,0,0,0,0,0
0197,Building,"Fire Res",0.0480,0.048,0.048,0.048,0.048,0.048
0841,ABC,"Fire Res",0.0000,0,0,0,0,0
0846,Building,"Mas Non-Comb",0.1270,0.127,0.127,0.127,0.127,0.127
4809,Building,Frame,0.1090,0.109,0.109,0.109,0.109,0.109
2800,Contents,"Mas Non-Comb",0.1940,0.194,0.194,0.194,0.194,0.194
0313,Contents,"Mas Non-Comb",0.0850,0.085,0.085,0.085,0.085,0.085
1213,Building,"Fire Res",0.0650,0.065,0.065,0.065,0.065,0.065
0077,Building,Frame,0.1200,0.12,0.12,0.12,0.12,0.12
0196,Building,"Mas Non-Comb",0.0520,0.052,0.052,0.052,0.052,0.052
0561,Building,"Mas Non-Comb",0.0760,0.076,0.076,0.076,0.076,0.076
1051,Contents,"Joisted Masonry",0.1150,0.115,0.115,0.115,0.115,0.115
0079,Contents,Frame,0.1240,0.124,0.124,0.124,0.124,0.124
0746,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0952,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
1213,Building,"Mas Non-Comb",0.0690,0.069,0.069,0.069,0.069,0.069
0511,Contents,Frame,0.1770,0.177,0.177,0.177,0.177,0.177
1752,Contents,Non-Comb.,0.0820,0.082,0.082,0.082,0.082,0.082
0331,Contents,"Joisted Masonry",0.0440,0.044,0.044,0.044,0.044,0.044
0745,Contents,"Fire Res",0.0710,0.071,0.071,0.071,0.071,0.071
2800,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0744,Contents,"Mas Non-Comb",0.1790,0.179,0.179,0.179,0.179,0.179
1700,Building,"Mas Non-Comb",0.1050,0.105,0.105,0.105,0.105,0.105
1213,Building,Frame,0.1080,0.108,0.108,0.108,0.108,0.108
0534,Building,"Joisted Masonry",0.1850,0.185,0.185,0.185,0.185,0.185
0913,Contents,Frame,0.2040,0.204,0.204,0.204,0.204,0.204
0313,Building,"Fire Res",0.0600,0.06,0.06,0.06,0.06,0.06
0531,Building,"Mas Non-Comb",0.0800,0.08,0.08,0.08,0.08,0.08
0311,Contents,Non-Comb.,0.0970,0.097,0.097,0.097,0.097,0.097
0561,ABC,Non-Comb.,0.0000,0,0,0,0,0
0078,ABC,Non-Comb.,0.0000,0,0,0,0,0
1212,Building,"Mas Non-Comb",0.0780,0.078,0.078,0.078,0.078,0.078
0332,Contents,Frame,0.0500,0.05,0.05,0.05,0.05,0.05
0931,Building,Frame,0.0730,0.073,0.073,0.073,0.073,0.073
0900,ABC,Non-Comb.,0.0000,0,0,0,0,0
0343,ABC,"Mas Non-Comb",0.0870,0.087,0.087,0.087,0.087,0.087
1150,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0846,Contents,Non-Comb.,0.1630,0.163,0.163,0.163,0.163,0.163
0933,Contents,Non-Comb.,0.0950,0.095,0.095,0.095,0.095,0.095
2200,Building,"Joisted Masonry",0.3510,0.351,0.351,0.351,0.351,0.351
0567,Contents,"Joisted Masonry",0.1590,0.159,0.159,0.159,0.159,0.159
0755,ABC,Frame,0.0000,0,0,0,0,0
0511,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0952,ABC,Non-Comb.,0.0000,0,0,0,0,0
0921,ABC,Frame,0.0000,0,0,0,0,0
0834,ABC,"Fire Res",0.0000,0,0,0,0,0
0566,Contents,"Joisted Masonry",0.1880,0.188,0.188,0.188,0.188,0.188
0565,Building,"Mas Non-Comb",0.0790,0.079,0.079,0.079,0.079,0.079
0323,Contents,"Fire Res",0.1610,0.161,0.161,0.161,0.161,0.161
0312,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0332,ABC,Frame,0.0000,0,0,0,0,0
0747,ABC,Frame,0.0000,0,0,0,0,0
0851,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0532,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0934,ABC,Frame,0.0000,0,0,0,0,0
0832,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
1400,Contents,Non-Comb.,0.3400,0.34,0.34,0.34,0.34,0.34
0075,Contents,"Fire Res",0.0920,0.092,0.092,0.092,0.092,0.092
0531,Building,Frame,0.1220,0.122,0.122,0.122,0.122,0.122
0563,Contents,Frame,0.1580,0.158,0.158,0.158,0.158,0.158
0843,Contents,Frame,0.1120,0.112,0.112,0.112,0.112,0.112
0900,Contents,Non-Comb.,0.0740,0.074,0.074,0.074,0.074,0.074
0834,ABC,Non-Comb.,0.0000,0,0,0,0,0
0541,Building,Frame,0.3510,0.351,0.351,0.351,0.351,0.351
0343,ABC,Non-Comb.,0.0990,0.099,0.099,0.099,0.099,0.099
0742,Contents,"Fire Res",0.1680,0.168,0.168,0.168,0.168,0.168
0831,Contents,Frame,0.1370,0.137,0.137,0.137,0.137,0.137
0757,Building,Frame,0.1520,0.152,0.152,0.152,0.152,0.152
0196,Building,Frame,0.0810,0.081,0.081,0.081,0.081,0.081
0934,Building,"Mas Non-Comb",0.0750,0.075,0.075,0.075,0.075,0.075
0332,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
1650,Building,Frame,0.1970,0.197,0.197,0.197,0.197,0.197
0313,Building,Non-Comb.,0.0810,0.081,0.081,0.081,0.081,0.081
0565,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0832,ABC,Frame,0.0000,0,0,0,0,0
1052,Contents,Frame,0.1190,0.119,0.119,0.119,0.119,0.119
0931,Contents,"Joisted Masonry",0.0770,0.077,0.077,0.077,0.077,0.077
0323,Building,"Mas Non-Comb",0.1000,0.1,0.1,0.1,0.1,0.1
0922,ABC,Frame,0.0000,0,0,0,0,0
0932,Contents,Frame,0.1270,0.127,0.127,0.127,0.127,0.127
0512,Building,"Mas Non-Comb",0.0760,0.076,0.076,0.076,0.076,0.076
0079,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0343,ABC,Frame,0.1160,0.116,0.116,0.116,0.116,0.116
1400,Building,"Fire Res",0.1970,0.197,0.197,0.197,0.197,0.197
0921,Contents,"Fire Res",0.0870,0.087,0.087,0.087,0.087,0.087
2459,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0566,ABC,Frame,0.0000,0,0,0,0,0
0913,Contents,Non-Comb.,0.1740,0.174,0.174,0.174,0.174,0.174
0550,Contents,Frame,0.1920,0.192,0.192,0.192,0.192,0.192
0198,Contents,"Joisted Masonry",0.0810,0.081,0.081,0.081,0.081,0.081
0312,Contents,"Fire Res",0.0800,0.08,0.08,0.08,0.08,0.08
0747,ABC,Non-Comb.,0.0000,0,0,0,0,0
1751,Contents,"Mas Non-Comb",0.1010,0.101,0.101,0.101,0.101,0.101
0333,ABC,"Fire Res",0.0000,0,0,0,0,0
0196,ABC,"Fire Res",0.0000,0,0,0,0,0
0541,ABC,"Fire Res",0.0000,0,0,0,0,0
1052,ABC,Frame,0.0000,0,0,0,0,0
0341,ABC,"Joisted Masonry",0.1050,0.105,0.105,0.105,0.105,0.105
0744,ABC,Non-Comb.,0.0000,0,0,0,0,0
0076,ABC,Frame,0.0000,0,0,0,0,0
0532,Building,"Fire Res",0.1130,0.113,0.113,0.113,0.113,0.113
0511,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0851,ABC,"Fire Res",0.0000,0,0,0,0,0
0952,Building,Non-Comb.,0.1100,0.11,0.11,0.11,0.11,0.11
0312,Building,Non-Comb.,0.0810,0.081,0.081,0.081,0.081,0.081
0581,Building,Non-Comb.,0.1030,0.103,0.103,0.103,0.103,0.103
0541,Contents,"Mas Non-Comb",0.2810,0.281,0.281,0.281,0.281,0.281
0900,Building,"Mas Non-Comb",0.0520,0.052,0.052,0.052,0.052,0.052
2459,Contents,"Joisted Masonry",0.1880,0.188,0.188,0.188,0.188,0.188
0076,ABC,Non-Comb.,0.0000,0,0,0,0,0
1400,ABC,"Fire Res",0.0000,0,0,0,0,0
0742,Contents,"Joisted Masonry",0.2160,0.216,0.216,0.216,0.216,0.216
0074,ABC,"Fire Res",0.0000,0,0,0,0,0
0833,Building,"Mas Non-Comb",0.0830,0.083,0.083,0.083,0.083,0.083
1230,Contents,Frame,0.1510,0.151,0.151,0.151,0.151,0.151
0701,ABC,Frame,0.2050,0.205,0.205,0.205,0.205,0.205
0834,Contents,Frame,0.2100,0.21,0.21,0.21,0.21,0.21
1211,Building,Frame,0.1530,0.153,0.153,0.153,0.153,0.153
0075,Building,"Mas Non-Comb",0.0850,0.085,0.085,0.085,0.085,0.085
0343,Contents,Frame,0.0990,0.099,0.099,0.099,0.099,0.099
0566,Contents,Frame,0.2090,0.209,0.209,0.209,0.209,0.209
0745,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0531,Building,Non-Comb.,0.0990,0.099,0.099,0.099,0.099,0.099
0923,ABC,Non-Comb.,0.0000,0,0,0,0,0
1230,Building,"Joisted Masonry",0.1000,0.1,0.1,0.1,0.1,0.1
0845,ABC,Non-Comb.,0.0000,0,0,0,0,0
3409,Contents,Frame,0.1640,0.164,0.164,0.164,0.164,0.164
0952,Contents,Non-Comb.,0.1670,0.167,0.167,0.167,0.167,0.167
1212,Building,Non-Comb.,0.0970,0.097,0.097,0.097,0.097,0.097
0570,Building,"Joisted Masonry",0.1090,0.109,0.109,0.109,0.109,0.109
0322,Contents,"Fire Res",0.1610,0.161,0.161,0.161,0.161,0.161
0934,Contents,"Joisted Masonry",0.1230,0.123,0.123,0.123,0.123,0.123
0564,Contents,"Mas Non-Comb",0.2090,0.209,0.209,0.209,0.209,0.209
0198,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
1220,Building,Frame,0.1270,0.127,0.127,0.127,0.127,0.127
0563,ABC,"Fire Res",0.0000,0,0,0,0,0
0833,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0312,Building,"Fire Res",0.0600,0.06,0.06,0.06,0.06,0.06
1051,ABC,Frame,0.0000,0,0,0,0,0
0567,Building,"Mas Non-Comb",0.0790,0.079,0.079,0.079,0.079,0.079
0532,ABC,Frame,0.0000,0,0,0,0,0
0078,Contents,"Fire Res",0.0870,0.087,0.087,0.087,0.087,0.087
0323,ABC,"Mas Non-Comb",0.2020,0.202,0.202,0.202,0.202,0.202
2459,Contents,Non-Comb.,0.1790,0.179,0.179,0.179,0.179,0.179
1052,Building,Non-Comb.,0.0830,0.083,0.083,0.083,0.083,0.083
1150,Contents,Frame,0.0000,0,0,0,0,0
0912,Building,"Mas Non-Comb",0.1710,0.171,0.171,0.171,0.171,0.171
0851,Building,"Fire Res",0.0300,0.03,0.03,0.03,0.03,0.03
0933,Building,"Joisted Masonry",0.0800,0.08,0.08,0.08,0.08,0.08
0331,Building,Frame,0.0560,0.056,0.056,0.056,0.056,0.056
1212,Contents,"Mas Non-Comb",0.1110,0.111,0.111,0.111,0.111,0.111
2350,ABC,Non-Comb.,0.0000,0,0,0,0,0
0755,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0852,ABC,"Fire Res",0.0000,0,0,0,0,0
0580,Contents,"Joisted Masonry",0.1750,0.175,0.175,0.175,0.175,0.175
0520,Contents,"Fire Res",0.1610,0.161,0.161,0.161,0.161,0.161
0075,Contents,Frame,0.1310,0.131,0.131,0.131,0.131,0.131
0567,Contents,"Mas Non-Comb",0.1320,0.132,0.132,0.132,0.132,0.132
0934,ABC,"Fire Res",0.0000,0,0,0,0,0
0831,Building,Frame,0.1180,0.118,0.118,0.118,0.118,0.118
1000,ABC,Non-Comb.,0.0000,0,0,0,0,0
0313,Contents,Frame,0.1150,0.115,0.115,0.115,0.115,0.115
0922,Contents,"Mas Non-Comb",0.1060,0.106,0.106,0.106,0.106,0.106
0074,Building,"Mas Non-Comb",0.0850,0.085,0.085,0.085,0.085,0.085
0198,ABC,Frame,0.0000,0,0,0,0,0
0745,Building,"Fire Res",0.0570,0.057,0.057,0.057,0.057,0.057
0845,Contents,"Mas Non-Comb",0.0800,0.08,0.08,0.08,0.08,0.08
0931,Building,"Fire Res",0.0430,0.043,0.043,0.043,0.043,0.043
1751,Contents,"Fire Res",0.0940,0.094,0.094,0.094,0.094,0.094
1700,ABC,"Fire Res",0.0000,0,0,0,0,0
0531,Contents,"Fire Res",0.1300,0.13,0.13,0.13,0.13,0.13
0323,Building,"Joisted Masonry",0.1400,0.14,0.14,0.14,0.14,0.14
1051,Building,Frame,0.0980,0.098,0.098,0.098,0.098,0.098
0197,Building,"Joisted Masonry",0.0730,0.073,0.073,0.073,0.073,0.073
0533,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0512,Contents,Non-Comb.,0.1340,0.134,0.134,0.134,0.134,0.134
0932,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0563,ABC,Non-Comb.,0.0000,0,0,0,0,0
0331,Building,"Fire Res",0.0350,0.035,0.035,0.035,0.035,0.035
3409,Building,Non-Comb.,0.1140,0.114,0.114,0.114,0.114,0.114
1220,Contents,"Joisted Masonry",0.1400,0.14,0.14,0.14,0.14,0.14
0951,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0912,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0582,Building,"Mas Non-Comb",0.0930,0.093,0.093,0.093,0.093,0.093
0923,Building,"Mas Non-Comb",0.0500,0.05,0.05,0.05,0.05,0.05
0834,Contents,"Fire Res",0.1470,0.147,0.147,0.147,0.147,0.147
3409,Contents,"Fire Res",0.1150,0.115,0.115,0.115,0.115,0.115
0533,Building,Non-Comb.,0.1180,0.118,0.118,0.118,0.118,0.118
0078,Building,"Mas Non-Comb",0.0770,0.077,0.077,0.077,0.077,0.077
0331,Building,Non-Comb.,0.0450,0.045,0.045,0.045,0.045,0.045
0564,Building,"Fire Res",0.1080,0.108,0.108,0.108,0.108,0.108
1220,ABC,Non-Comb.,0.0000,0,0,0,0,0
0313,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0934,Building,Non-Comb.,0.0920,0.092,0.092,0.092,0.092,0.092
0747,Contents,"Fire Res",0.0710,0.071,0.071,0.071,0.071,0.071
1700,Contents,"Joisted Masonry",0.2190,0.219,0.219,0.219,0.219,0.219
0757,Contents,"Fire Res",0.1130,0.113,0.113,0.113,0.113,0.113
0343,Building,"Joisted Masonry",0.0790,0.079,0.079,0.079,0.079,0.079
0079,ABC,"Fire Res",0.0000,0,0,0,0,0
0196,Building,Non-Comb.,0.0650,0.065,0.065,0.065,0.065,0.065
0532,Building,"Joisted Masonry",0.1690,0.169,0.169,0.169,0.169,0.169
0332,Contents,"Fire Res",0.0350,0.035,0.035,0.035,0.035,0.035
1051,Building,"Fire Res",0.0590,0.059,0.059,0.059,0.059,0.059
1211,Contents,Frame,0.1790,0.179,0.179,0.179,0.179,0.179
0313,Contents,"Joisted Masonry",0.1020,0.102,0.102,0.102,0.102,0.102
0312,Contents,"Mas Non-Comb",0.0850,0.085,0.085,0.085,0.085,0.085
0742,Building,"Fire Res",0.1310,0.131,0.131,0.131,0.131,0.131
0582,Building,Frame,0.1430,0.143,0.143,0.143,0.143,0.143
3409,Contents,Non-Comb.,0.1400,0.14,0.14,0.14,0.14,0.14
0311,Contents,"Mas Non-Comb",0.0850,0.085,0.085,0.085,0.085,0.085
0911,Building,"Fire Res",0.1200,0.12,0.12,0.12,0.12,0.12
0702,Contents,Non-Comb.,0.0990,0.099,0.099,0.099,0.099,0.099
0922,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0322,ABC,Frame,0.2700,0.27,0.27,0.27,0.27,0.27
0911,ABC,"Fire Res",0.0000,0,0,0,0,0
0197,Contents,"Mas Non-Comb",0.0670,0.067,0.067,0.067,0.067,0.067
0833,Contents,Non-Comb.,0.1270,0.127,0.127,0.127,0.127,0.127
1000,Contents,Non-Comb.,0.1170,0.117,0.117,0.117,0.117,0.117
0701,Contents,"Joisted Masonry",0.1600,0.16,0.16,0.16,0.16,0.16
0321,Contents,"Joisted Masonry",0.2070,0.207,0.207,0.207,0.207,0.207
1751,ABC,Frame,0.0000,0,0,0,0,0
0534,ABC,Frame,0.0000,0,0,0,0,0
0911,Contents,"Mas Non-Comb",0.1770,0.177,0.177,0.177,0.177,0.177
0545,Contents,Non-Comb.,0.3990,0.399,0.399,0.399,0.399,0.399
0845,Building,Non-Comb.,0.0750,0.075,0.075,0.075,0.075,0.075
0076,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0747,ABC,"Fire Res",0.0000,0,0,0,0,0
0582,Contents,"Fire Res",0.1160,0.116,0.116,0.116,0.116,0.116
0832,Building,"Fire Res",0.0910,0.091,0.091,0.091,0.091,0.091
1213,Contents,Non-Comb.,0.1210,0.121,0.121,0.121,0.121,0.121
0852,Contents,"Fire Res",0.0430,0.043,0.043,0.043,0.043,0.043
1230,ABC,"Fire Res",0.0000,0,0,0,0,0
1212,ABC,"Fire Res",0.0000,0,0,0,0,0
1650,Building,"Fire Res",0.1170,0.117,0.117,0.117,0.117,0.117
0198,Contents,"Fire Res",0.0630,0.063,0.063,0.063,0.063,0.063
0581,ABC,Non-Comb.,0.1750,0.175,0.175,0.175,0.175,0.175
0940,Building,Frame,0.0560,0.056,0.056,0.056,0.056,0.056
0520,Building,"Joisted Masonry",0.1300,0.13,0.13,0.13,0.13,0.13
1751,ABC,"Fire Res",0.0000,0,0,0,0,0
2350,Building,Frame,0.2500,0.25,0.25,0.25,0.25,0.25
0532,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0564,Contents,"Joisted Masonry",0.2500,0.25,0.25,0.25,0.25,0.25
0561,ABC,Frame,0.0000,0,0,0,0,0
1000,Contents,Frame,0.1380,0.138,0.138,0.138,0.138,0.138
0545,Building,"Joisted Masonry",0.3730,0.373,0.373,0.373,0.373,0.373
1070,Building,Non-Comb.,0.1220,0.122,0.122,0.122,0.122,0.122
0550,Contents,"Fire Res",0.1340,0.134,0.134,0.134,0.134,0.134
0931,Contents,Frame,0.0860,0.086,0.086,0.086,0.086,0.086
1150,Building,Non-Comb.,0.0520,0.052,0.052,0.052,0.052,0.052
0833,ABC,Non-Comb.,0.0000,0,0,0,0,0
0756,Building,Frame,0.1410,0.141,0.141,0.141,0.141,0.141
2200,Contents,Non-Comb.,0.3920,0.392,0.392,0.392,0.392,0.392
0745,Building,"Joisted Masonry",0.0840,0.084,0.084,0.084,0.084,0.084
0934,Contents,Frame,0.1360,0.136,0.136,0.136,0.136,0.136
0541,Building,Non-Comb.,0.2810,0.281,0.281,0.281,0.281,0.281
0702,Building,Non-Comb.,0.0780,0.078,0.078,0.078,0.078,0.078
0520,ABC,"Fire Res",0.0000,0,0,0,0,0
0932,Building,Frame,0.1040,0.104,0.104,0.104,0.104,0.104
0931,Building,Non-Comb.,0.0590,0.059,0.059,0.059,0.059,0.059
0852,ABC,Non-Comb.,0.0000,0,0,0,0,0
0852,Contents,"Mas Non-Comb",0.0450,0.045,0.045,0.045,0.045,0.045
0756,Building,"Joisted Masonry",0.1270,0.127,0.127,0.127,0.127,0.127
1213,Contents,"Fire Res",0.1000,0.1,0.1,0.1,0.1,0.1
0545,ABC,Frame,0.0000,0,0,0,0,0
0846,Contents,"Joisted Masonry",0.1710,0.171,0.171,0.171,0.171,0.171
0743,Contents,Non-Comb.,0.2030,0.203,0.203,0.203,0.203,0.203
1213,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0951,Contents,"Fire Res",0.3130,0.313,0.313,0.313,0.313,0.313
0534,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
1751,Building,"Mas Non-Comb",0.0660,0.066,0.066,0.066,0.066,0.066
0913,ABC,Non-Comb.,0.0000,0,0,0,0,0
0756,Building,"Fire Res",0.0840,0.084,0.084,0.084,0.084,0.084
0078,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0533,ABC,Frame,0.0000,0,0,0,0,0
1230,Building,"Mas Non-Comb",0.0720,0.072,0.072,0.072,0.072,0.072
0077,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0744,Building,"Joisted Masonry",0.1960,0.196,0.196,0.196,0.196,0.196
0078,Contents,Non-Comb.,0.1060,0.106,0.106,0.106,0.106,0.106
0545,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
1052,Contents,"Fire Res",0.0830,0.083,0.083,0.083,0.083,0.083
0581,Contents,Frame,0.1870,0.187,0.187,0.187,0.187,0.187
0198,ABC,"Fire Res",0.0000,0,0,0,0,0
3409,ABC,"Fire Res",0.0000,0,0,0,0,0
0550,Building,Non-Comb.,0.0880,0.088,0.088,0.088,0.088,0.088
0934,Contents,"Mas Non-Comb",0.1020,0.102,0.102,0.102,0.102,0.102
0313,Contents,Non-Comb.,0.0970,0.097,0.097,0.097,0.097,0.097
0852,Contents,"Joisted Masonry",0.0540,0.054,0.054,0.054,0.054,0.054
0832,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0313,ABC,Non-Comb.,0.0000,0,0,0,0,0
0079,Building,"Fire Res",0.0720,0.072,0.072,0.072,0.072,0.072
0343,Contents,Non-Comb.,0.0840,0.084,0.084,0.084,0.084,0.084
0832,ABC,Non-Comb.,0.0000,0,0,0,0,0
0531,Building,"Joisted Masonry",0.1100,0.11,0.11,0.11,0.11,0.11
2800,Building,"Mas Non-Comb",0.1280,0.128,0.128,0.128,0.128,0.128
0745,Contents,"Mas Non-Comb",0.0770,0.077,0.077,0.077,0.077,0.077
0932,Contents,"Mas Non-Comb",0.0960,0.096,0.096,0.096,0.096,0.096
0746,Building,Frame,0.0940,0.094,0.094,0.094,0.094,0.094
0922,Contents,"Fire Res",0.0990,0.099,0.099,0.099,0.099,0.099
1751,Building,Frame,0.1030,0.103,0.103,0.103,0.103,0.103
0581,ABC,"Fire Res",0.1440,0.144,0.144,0.144,0.144,0.144
1150,ABC,Non-Comb.,0.0000,0,0,0,0,0
0322,ABC,"Fire Res",0.1900,0.19,0.19,0.19,0.19,0.19
0701,Building,Frame,0.1620,0.162,0.162,0.162,0.162,0.162
0851,Contents,"Fire Res",0.0410,0.041,0.041,0.041,0.041,0.041
0562,Building,"Joisted Masonry",0.1200,0.12,0.12,0.12,0.12,0.12
1070,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0922,Building,"Fire Res",0.0690,0.069,0.069,0.069,0.069,0.069
4809,ABC,"Fire Res",0.0000,0,0,0,0,0
0511,Contents,"Fire Res",0.1250,0.125,0.125,0.125,0.125,0.125
0846,ABC,"Joisted Masonry",0.0000,0,0,0,0,0
0932,Building,"Joisted Masonry",0.0940,0.094,0.094,0.094,0.094,0.094
1051,ABC,"Mas Non-Comb",0.0000,0,0,0,0,0
0932,Contents,Non-Comb.,0.1090,0.109,0.109,0.109,0.109,0.109
0846,Building,"Fire Res",0.1170,0.117,0.117,0.117,0.117,0.117
